seqs,preds,method,Method Type
"['LDManHep', 'a1-2', 'DDManHep', 'a1-2', '2,5-Anhydro-Man', 'a1-3', 'LDManHep', 'a1-7', 'LDManHep', 'a1-3', 'Glc']",5.835542e-12,Mutated-Random,Random
"['Glc', 'b1-2', 'Glc', 'b1-3', '1-2', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",6.622039e-06,Mutated-Random,Random
"['NeuNAc', '1dEry-ol', 'Gal', 'b1-4', 'GlcNAc', 'b1-3', 'Gal', 'b1-4', 'Glc', 'b1-4', 'GlcNAcOAc']",7.4633306e-11,Mutated-Random,Random
"['Glc', '1-3', 'Xyl', 'b1-4', 'Glc', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",8.5834205e-07,Mutated-Random,Random
"['Gal', 'b1-4', 'GlcNAc', 'b1-2', 'Man', 'a1-3', 'GlcNAc', 'b1-2', 'Man', '1dAlt-ol', 'GlcNAc']",2.1195283e-09,Mutated-Random,Random
"['D-FucNAc', 'b1-4', 'QuiNAc', 'b1-3', '6dTalOAc', '1-6', 'D-FucNAc', '1-1', '1-1', '1-1', '1-1']",8.379169e-08,Mutated-Random,Random
"['Galf', 'b1-4', 'Gal', 'a1-3', 'GalOAcA', 'a1-3', '2,5-Anhydro-Man-ol', 'b1-3', 'Galf', '1-1', '1-1']",2.0463215e-14,Mutated-Random,Random
"['Kdo', 'a2-6', 'GlcN', 'a1-4', 'GalA', 'a1-3', '2,5-Anhydro-Man', 'a1-7', 'LDManHep', 'a1-3', 'GalA']",5.633929e-12,Mutated-Random,Random
"['NeuNGc', 'a2-6', 'Gal', 'b1-4', 'GlcNAc', 'b1-2', '1dEry-ol', 'a1-3', 'Gal', 'b1-4', 'GlcNAc']",1.2193021e-12,Mutated-Random,Random
"['Fuc', 'a1-2', 'Gal', 'b1-4', 'GlcNAc', 'b1-6', 'NeuNAc', 'a2-3', 'Gal', 'b1-3', '1-4']",3.653274e-15,Mutated-Random,Random
"['Glc', 'a1-3', 'Glc', 'a1-3', 'GlcOMe', '1-1', '1-1', '1-1', '2,5-Anhydro-Man-ol', '1-1', '1-1']",3.596033e-07,Mutated-Random,Random
"['1dEry-ol', 'a1-3', 'Gal', 'b1-4', '3,6-Anhydro-L-Gal', 'a1-3', 'Gal', 'b1-4', '3,6-Anhydro-L-Gal', 'a1-3', 'Gal-ol']",8.256765e-09,Mutated-Random,Random
"['1-3', 'a1-3', 'Gal', 'b1-4', '3,6-Anhydro-L-Gal', 'a1-3', 'Gal', 'b1-4', '3,6-Anhydro-L-Gal', 'a1-3', 'Gal-ol']",1.2282938e-08,Mutated-Random,Random
"['GalNAc', 'a1-4', 'Gal', 'b1-4', 'GlcA', 'b1-3', 'Gal', 'b1-3', 'Fuc', '1-5', 'Gal']",3.5586768e-14,Mutated-Random,Random
"['1dAlt-ol', 'a1-2', 'Galf', 'b1-6', 'Galf', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",1.677133e-07,Mutated-Random,Random
"['1-3', 'b1-2', 'Rha', 'a1-4', 'Glc', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",2.5510649e-06,Mutated-Random,Random
"['Glc', 'a1-4', '1dAlt-ol', 'b1-3', 'GalNAc', 'b1-3', 'Man', '1-1', '1-1', '1-1', '1-1']",1.4204421e-07,Mutated-Random,Random
"['Fuc', 'a1-2', 'Gal', 'b1-2', '1-2', 'a1-6', 'Xyl', 'a1-6', 'Glc', 'b1-4', 'Glc']",6.1372474e-10,Mutated-Random,Random
"['GalALys', 'a1-3', 'GalNAc', '2,5-Anhydro-Man-ol', 'GlcA', 'b1-3', 'GalNAc', 'b1-2', 'GalALys', '1-1', '1-1']",8.839584e-11,Mutated-Random,Random
"['Man', '1-6', 'Rha', 'a1-3', 'GalOAc', 'a1-6', 'Man', '1-1', '1-1', '1-1', '1-1']",2.357674e-07,Mutated-Random,Random
"['Glc', '1-1', 'Man', 'a1-3', 'Glc', 'b1-3', 'Glc', '1-1', '1-1', '1-1', '1-1']",2.2154796e-07,Mutated-Random,Random
"['Glc', 'b1-2', 'GalNAc', 'a1-3', 'Man', 'b1-4', '1-2', 'b1-3', 'GlcNAc', 'b1-3', 'Glc']",4.114286e-11,Mutated-Random,Random
"['D-FucNAc', 'b1-4', 'QuiNAc', 'b1-3', '6dTalOAc', 'a1-3', 'D-FucNAc', '1-1', '1dEry-ol', '1-1', '1-1']",2.8244202e-08,Mutated-Random,Random
"['Fuc', 'a1-2', 'Gal', 'a1-3', 'Gal', 'b1-4', 'Glc', '1-1', '1dEry-ol', '1-1', '1-1']",6.0402824e-12,Mutated-Random,Random
"['1-6', 'b1-4', 'QuiNAc', 'b1-3', '6dTalOAc', 'a1-3', 'D-FucNAc', '1-1', '1-1', '1-1', '1-1']",9.668613e-06,Mutated-Random,Random
"['Glc', 'a1-3', 'Glc', 'a1-3', 'GlcOMe', '1-1', '1-1', '1-1', '1-1', '1dEry-ol', '1-1']",3.7821474e-06,Mutated-Random,Random
"['RhaOS', 'a1-3', 'Man', 'b1-4', 'RhaOS', '1-1', '1-1', '1-1', '1-1', '1-1', '2,5-Anhydro-Man']",0.0018677195,Mutated-Random,Random
"['NeuNAc', '2,5-Anhydro-Man-ol', 'Gal', 'b1-3', 'GalNAc', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",8.939072e-10,Mutated-Random,Random
"['Gal', 'b1-3', 'Gal', 'b1-4', 'Man', '1-1', '1-6', '1-1', '1-1', '1-1', '1-1']",1.2786063e-07,Mutated-Random,Random
"['D-FucNAc', 'b1-4', '1-1', 'b1-3', '6dTalOAc', 'a1-3', 'D-FucNAc', '1-1', '1-1', '1-1', '1-1']",4.9060858e-05,Mutated-Random,Random
"['Rha', 'a1-2', '1dEry-ol', 'a1-2', 'Rha', 'a1-2', 'Gal', 'a1-3', 'D-FucNAc', 'a1-2', 'Rha']",2.1463417e-12,Mutated-Random,Random
"['GlcNAc', 'a1-7', 'Gal', 'b1-3', 'LDManHep', 'a1-2', 'LDManHep', 'a1-3', 'Glc', '1dEry-ol', 'Glc']",1.0803563e-12,Mutated-Random,Random
"['GlcOPGro', '1-1', 'Glc', 'a1-6', 'GalOAc', 'a1-3', 'FucNAc', 'a1-3', 'GlcNAc', 'b1-3', 'GlcOPGro']",1.7439122e-12,Mutated-Random,Random
"['Glc', 'b1-3', 'Gal', 'b1-6', 'Fuc', 'a1-2', 'Man', 'a1-4', '1-4', '1-1', '1-1']",6.6182585e-13,Mutated-Random,Random
"['GalNAc', 'b1-4', 'NeuNAc', 'a2-3', 'Gal', 'b1-4', 'GlcNAc', 'b1-6', 'Fuc', 'a1-2', '1-3']",2.1663746e-13,Mutated-Random,Random
"['Rha', 'a1-2', 'Rha', 'a1-2', '1-4', 'a1-2', 'Gal', 'a1-3', 'D-FucNAc', 'a1-2', 'Rha']",6.979357e-11,Mutated-Random,Random
"['Glc', 'a1-3', '1-4', 'a1-7', 'LDManHep', 'a1-3', 'LDManHepOP', 'a1-5', 'Kdo', 'a2-4', 'Kdo']",2.0636218e-11,Mutated-Random,Random
"['Fuc', 'a1-2', 'Gal', 'b1-2', 'Xyl', 'a1-6', 'Glc', 'b1-4', 'Glc', '1-1', 'Glc']",3.572406e-11,Mutated-Random,Random
"['GlcNAc', 'a1-7', 'Gal', 'b1-3', 'LDManHep', 'a1-2', 'LDManHep', 'a1-3', 'Glc', '1-6', 'Glc']",7.5233385e-13,Mutated-Random,Random
"['Glc', 'b1-3', 'Glc', 'b1-2', 'Rha', 'a1-4', '1-2', '1-1', '1-1', '1-1', '1-1']",5.40266e-08,Mutated-Random,Random
"['Glc', 'b1-2', 'Glc', 'b1-3', 'Glc', '1-1', '2,5-Anhydro-Man-ol', '1-1', '1-1', '1-1', '1-1']",1.8200559e-06,Mutated-Random,Random
"['Glc', '2,5-Anhydro-Man', 'LDManHep', 'a1-7', 'LDManHep', 'a1-3', 'LDManHepOP', 'a1-5', 'Kdo', 'a2-4', 'Kdo']",5.9424514e-11,Mutated-Random,Random
"['GlcOPGro', '1dAlt-ol', 'Glc', 'a1-6', 'GalOAc', 'a1-3', 'FucNAc', 'a1-3', 'GlcNAc', 'b1-3', 'GlcOPGro']",2.9968406e-12,Mutated-Random,Random
"['FucNFo', 'a1-4', 'GalA', 'a1-4', 'GalNAc', 'a1-4', 'GalNAc', '2,5-Anhydro-Man-ol', 'GalNAc', 'b1-3', 'GalA']",4.51053e-10,Mutated-Random,Random
"['Galf', 'b1-4', 'Gal', 'a1-3', 'GalOAcA', 'a1-3', 'GalNAc', 'b1-3', '1-3', '1-1', '1-1']",9.144777e-13,Mutated-Random,Random
"['Glc', 'a1-4', 'Glc', '1dEry-ol', 'GalNAc', 'b1-3', 'Man', '1-1', '1-1', '1-1', '1-1']",3.1643633e-08,Mutated-Random,Random
"['Gal', 'b1-4', 'GlcNAc', 'b1-3', 'Gal', '1dAlt-ol', 'Glc', '1-1', '1-1', '1-1', '1-1']",6.8716637e-09,Mutated-Random,Random
"['Glc', 'b1-2', 'Rha', 'a1-4', 'Glc', '1-1', '1-1', '1-1', '1-1', '1-1', '1dEry-ol']",1.9539854e-07,Mutated-Random,Random
"['Xyl', 'b1-4', 'Rha', 'a1-2', 'Rha', 'a1-3', 'QuiOMe', '1-1', '1-1', '2,5-Anhydro-Man-ol', '1-1']",2.7906266e-09,Mutated-Random,Random
"['FucNFo', '1-4', 'GalA', 'a1-4', 'GalNAc', 'a1-4', 'GalNAc', 'a1-3', 'GalNAc', 'b1-3', 'GalA']",5.270257e-10,Mutated-Random,Random
"['1-1', 'b1-4', 'GlcNAc', 'b1-2', 'Man', 'a1-3', 'Gal', 'b1-4', 'GlcNAc', 'b1-2', 'Man']",2.8661397e-08,Mutated-Random,Random
"['GlcNAc', 'b1-3', 'GlcNAc', 'b1-6', '1-3', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",3.218677e-07,Mutated-Random,Random
"['GlcA', 'b1-3', 'GalNAc', 'a1-3', 'GalNAc', 'a1-2', 'Fuc', 'a1-2', 'GlcA', '1-1', '1-4']",1.3269985e-07,Mutated-Random,Random
"['NeuNAc', 'a2-6', 'Gal', 'b1-4', 'GlcNAc', '1-1', 'Man', 'a1-6', 'NeuNGc', 'a2-6', 'Gal']",7.8903973e-13,Mutated-Random,Random
"['Galf', 'b1-5', 'Galf', 'b1-6', 'GalfOMe', '1-1', '1-1', '1-1', '1-1', '1-1', '1-3']",8.2613e-07,Mutated-Random,Random
"['GalA', 'a1-4', 'GalA', 'a1-5', 'Kdo', 'a2-4', 'Man', 'a1-5', 'Kdo', '1-1', '1-4']",2.7806165e-11,Mutated-Random,Random
"['Fuc', 'a1-2', 'Gal', 'a1-3', 'Gal', '1dAlt-ol', 'Glc', '1-1', '1-1', '1-1', '1-1']",4.4188267e-13,Mutated-Random,Random
"['Man', 'a1-3', 'Man', 'a1-6', 'Man', '1-2', 'Man', 'b1-4', 'GlcNAc', 'b1-4', 'GlcNAc']",7.0697706e-06,Mutated-Random,Random
"['Gal', 'b1-3', 'Gal', 'b1-4', 'Man', '1-1', '1-1', '1-1', '1-1', '1-1', '1dAlt-ol']",7.663017e-08,Mutated-Random,Random
"['Gal', 'b1-4', 'GlcNAc', '2,5-Anhydro-Man', 'Gal', 'a1-4', 'DDManHep', 'a1-6', 'Glc', 'b1-4', 'LDManHep']",5.360233e-09,Mutated-Random,Random
"['Gal', 'b1-4', 'GlcNAc', 'b1-3', 'Gal', 'a1-4', 'DDManHep', '1-5', 'Glc', 'b1-4', 'LDManHep']",3.5815226e-10,Mutated-Random,Random
"['GlcNAc', 'a1-2', 'Rha', 'a1-2', 'Rha', 'a1-3', 'Rha', 'a1-3', '1-6', '1-1', '1-1']",1.1344364e-09,Mutated-Random,Random
"['Fuc', 'a1-2', 'Gal', '1-3', 'Xyl', 'a1-6', 'Glc', 'b1-4', 'Glc', 'b1-4', 'Glc']",2.0470314e-10,Mutated-Random,Random
"['Galf', 'a1-2', 'Galf', 'a1-3', 'Man', 'a1-2', 'Man', '2,5-Anhydro-Man', 'Galf', 'a1-2', 'Galf']",2.2290449e-07,Mutated-Random,Random
"['Glc', 'b1-2', 'GalNAc', 'a1-3', 'Man', 'b1-4', '1-3', 'b1-3', 'GlcNAc', 'b1-3', 'Glc']",5.0117625e-11,Mutated-Random,Random
"['GalOS', 'b1-4', 'GlcNAc', 'b1-2', 'Man', 'a1-6', 'NeuNAc', 'a2-6', '2,5-Anhydro-Man-ol', 'b1-4', 'GlcNAc']",1.7123088e-07,Mutated-Random,Random
"['Glc', '2,5-Anhydro-Man-ol', 'GalNAc', 'a1-3', 'Man', 'b1-4', 'Man', 'b1-3', 'GlcNAc', 'b1-3', 'Glc']",1.4054924e-09,Mutated-Random,Random
"['QuiNAlaBut', 'b1-6', 'GlcNAc', 'a1-3', 'L-QuiNAc', 'a1-3', '2,5-Anhydro-Man-ol', 'a1-3', 'QuiNAlaBut', '1-1', '1-1']",8.09902e-07,Mutated-Random,Random
"['LDManHep', 'a1-2', 'DDManHep', 'a1-2', 'GalA', 'a1-3', 'LDManHep', 'a1-7', 'LDManHep', '1dAlt-ol', 'Glc']",1.5780625e-11,Mutated-Random,Random
"['GlcNAc', 'b1-3', 'GlcNAc', 'b1-6', 'GalNAc', '1-1', '1-1', '1-1', '1-1', '1-1', '1-4']",1.4631375e-07,Mutated-Random,Random
"['Glc', 'a1-6', 'Rha', 'a1-3', '1-3', 'b1-3', 'Glc', 'a1-4', 'GalOMeNAla', '1-1', '1-1']",1.4772086e-08,Mutated-Random,Random
"['Glc', 'b1-6', 'Glc', 'b1-3', 'Glc', '1dEry-ol', '1-1', '1-1', '1-1', '1-1', '1-1']",1.1010345e-06,Mutated-Random,Random
"['ManOMe', 'a1-2', 'Man', 'a1-2', 'Man', '1-1', '1-1', '1-1', '1-1', '1-1', '1dEry-ol']",6.537135e-07,Mutated-Random,Random
"['GalNAc', 'a1-4', '1-3', 'b1-4', 'GlcA', 'b1-3', 'Gal', 'b1-3', 'Fuc', 'a1-2', 'Gal']",2.219241e-11,Mutated-Random,Random
"['GlcA', 'b1-2', 'Rha', 'a1-2', 'Rha', 'a1-2', 'Rha-ol', '2,5-Anhydro-Man-ol', '1-1', '1-1', '1-1']",4.492493e-09,Mutated-Random,Random
"['Glc', 'b1-3', 'Glc', 'b1-2', 'Rha', 'a1-4', '1-5', '1-1', '1-1', '1-1', '1-1']",2.9203042e-08,Mutated-Random,Random
"['Fuc', 'a1-4', 'Gal', 'b1-3', 'GlcNAc', 'b1-2', 'Man', 'a1-3', 'Fuc', 'a1-4', '1-4']",2.2154686e-13,Mutated-Random,Random
"['Man', 'a1-2', '1-5', 'a1-6', 'Man', 'a1-3', 'Man', 'a1-6', 'Man', 'a1-2', 'Man']",8.6279834e-07,Mutated-Random,Random
"['GlcA', '1-5', 'GalNAc', 'a1-3', 'GalNAc', 'a1-2', 'Fuc', 'a1-2', 'GlcA', '1-1', '1-1']",2.8575945e-08,Mutated-Random,Random
"['Galf', 'a1-2', '1-3', 'a1-3', 'Man', 'a1-2', 'Man', 'a1-3', 'Galf', 'a1-2', 'Galf']",2.285301e-06,Mutated-Random,Random
"['Gal', 'b1-4', 'GlcNAc', 'b1-2', 'Man', 'a1-3', 'GlcNAc', 'b1-2', 'Man', '2,5-Anhydro-Man-ol', 'GlcNAc']",1.889634e-09,Mutated-Random,Random
"['3,6-Anhydro-L-Gal', 'a1-3', 'Gal', 'b1-4', '3,6-Anhydro-L-Gal', 'a1-3', 'Gal', '1-3', '3,6-Anhydro-L-Gal', 'a1-3', 'Gal-ol']",2.964275e-10,Mutated-Random,Random
"['Kdo', 'a2-6', 'GlcN', 'a1-4', 'GalA', '1-1', 'LDManHep', 'a1-7', 'LDManHep', 'a1-3', 'GalA']",1.6531574e-12,Mutated-Random,Random
"['Gal', 'b1-4', 'GlcNAc', 'b1-3', 'Gal', 'b1-4', 'Glc', '1-1', '1-4', '1-1', '1-1']",5.9362626e-09,Mutated-Random,Random
"['Gal', 'b1-4', 'GlcNAc', 'b1-2', 'Man', '1-1', 'Gal', 'b1-4', 'GlcNAc', 'b1-2', 'Man']",1.0915782e-09,Mutated-Random,Random
"['GalOS', 'b1-4', 'GlcNAc', 'b1-2', 'Man', 'a1-6', 'NeuNAc', 'a2-6', 'Gal', 'b1-4', '1-2']",1.0087362e-07,Mutated-Random,Random
"['Gal', 'b1-3', 'Gal', 'b1-4', 'Man', '1-1', '1-1', '1-1', '1-2', '1-1', '1-1']",2.2116438e-08,Mutated-Random,Random
"['GalALys', 'a1-3', 'GalNAc', 'b1-4', 'GlcA', '1-5', 'GalNAc', 'b1-2', 'GalALys', '1-1', '1-1']",2.6937029e-11,Mutated-Random,Random
"['GlcA', 'b1-3', 'GalNAc', 'a1-3', 'GalNAc', 'a1-2', 'Fuc', '1dEry-ol', 'GlcA', '1-1', '1-1']",1.685216e-06,Mutated-Random,Random
"['Glc', 'b1-2', 'Rha', 'a1-4', 'Glc', '1-1', '1-4', '1-1', '1-1', '1-1', '1-1']",9.058247e-08,Mutated-Random,Random
"['Fuc', 'a1-4', 'Gal', 'b1-3', 'GlcNAc', 'b1-2', '2,5-Anhydro-Man', 'a1-3', 'Fuc', 'a1-4', 'Gal']",8.262721e-14,Mutated-Random,Random
"['ManNAcA', 'b1-3', 'D-FucNAcNMe', 'b1-6', 'GlcNAc', 'a1-4', '2,5-Anhydro-Man', 'b1-3', 'D-FucNAcNMe', 'b1-6', 'GlcN']",3.238672e-11,Mutated-Random,Random
"['NeuNAc', 'a2-6', 'Gal', '1-4', 'GlcNAc', 'b1-2', 'Man', 'a1-6', 'NeuNGc', 'a2-6', 'Gal']",2.4726332e-14,Mutated-Random,Random
"['ManNAcA', 'b1-3', 'D-FucNAcNMe', 'b1-6', 'GlcNAc', 'a1-4', 'ManNAcA', 'b1-3', '1-3', 'b1-6', 'GlcN']",1.9149346e-10,Mutated-Random,Random
"['Gal', '1-1', 'Glc', 'b1-3', 'GalOPEtnN', 'a1-4', 'LDManHep', 'a1-2', 'GalA', 'a1-3', 'GlcOPEtn']",5.004125e-11,Mutated-Random,Random
"['Glc', 'b1-2', 'Xyl', 'b1-4', 'Glc', '1-1', '1-5', '1-1', '1-1', '1-1', '1-1']",4.3227505e-08,Mutated-Random,Random
"['Rha', 'a1-2', 'Rha', 'a1-2', 'Rha', 'a1-2', 'Gal', 'a1-3', 'D-FucNAc', 'a1-2', '2,5-Anhydro-Man']",6.4414724e-11,Mutated-Random,Random
"['Gal', 'b1-3', '2,5-Anhydro-Man-ol', 'b1-4', 'Man', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",5.03718e-05,Mutated-Random,Random
"['Fuc', 'a1-2', 'Gal', 'b1-4', 'GlcNAc', 'b1-6', 'NeuNAc', 'a2-3', 'Gal', '2,5-Anhydro-Man-ol', 'GalNAc']",8.666371e-15,Mutated-Random,Random
"['Man', 'a1-3', 'Man', 'a1-6', 'Man', 'a1-3', 'Man', '2,5-Anhydro-Man-ol', 'GlcNAc', 'b1-4', 'GlcNAc']",0.001938847,Mutated-Random,Random
"['GlcA', 'b1-3', 'GalNAc', 'a1-3', '1dEry-ol', 'a1-2', 'Fuc', 'a1-2', 'GlcA', '1-1', '1-1']",2.7495446e-09,Mutated-Random,Random
"['1dEry-ol', 'a1-2', 'Rha', 'a1-4', 'Glc', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",1.1748444e-05,Mutated-Random,Random
"['LDManHep', 'a1-2', 'DDManHep', '1-6', 'GalA', 'a1-3', 'LDManHep', 'a1-7', 'LDManHep', 'a1-3', 'Glc']",1.9397992e-11,Mutated-Random,Random
"['Glc', 'a1-3', 'Glc', 'a1-3', 'GlcOMe', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",6.613573e-07,Mutated-Random,Random
"['Glc', 'b1-2', 'Xyl', 'b1-4', 'Glc', '1-1', '1-1', '1-1', '1-1', '1-1', '2,5-Anhydro-Man']",1.8166784e-07,Mutated-Random,Random
"['GlcOPGro', 'b1-4', 'Glc', 'a1-6', 'GalOAc', 'a1-3', '1-2', 'a1-3', 'GlcNAc', 'b1-3', 'GlcOPGro']",6.142811e-12,Mutated-Random,Random
"['ManNAcA', 'b1-3', 'D-FucNAcNMe', 'b1-6', 'GlcNAc', 'a1-4', 'ManNAcA', 'b1-3', 'D-FucNAcNMe', '1-2', 'GlcN']",9.216275e-10,Mutated-Random,Random
"['1-5', 'a1-2', 'Ara', 'a1-2', 'GlcA', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",1.5551168e-09,Mutated-Random,Random
"['Man', 'a1-2', 'Man', 'a1-6', 'Man', 'a1-3', 'Xyl', 'b1-2', 'Man', '1-6', '1-1']",2.8777684e-08,Mutated-Random,Random
"['Man', 'b1-4', 'Rha', 'a1-3', 'GalOAc', '2,5-Anhydro-Man', 'Man', '1-1', '1-1', '1-1', '1-1']",2.6036769e-06,Mutated-Random,Random
"['NeuNAc', 'a2-6', 'Gal', 'b1-4', '1-6', 'b1-2', 'Man', 'a1-3', 'NeuNAc', 'a2-6', 'Gal']",1.0875735e-13,Mutated-Random,Random
"['Galf', 'b1-5', 'Galf', 'b1-6', 'GalfOMe', '1-1', '1-1', '1-1', '1dEry-ol', '1-1', '1-1']",3.30994e-07,Mutated-Random,Random
"['Rha', 'a1-2', 'Rha', 'a1-3', 'Glc', 'b1-2', 'Rha', 'a1-3', 'Rha', '1-1', '1-4']",2.115394e-09,Mutated-Random,Random
"['Man', 'a1-6', 'Man', 'b1-4', '1-4', 'b1-4', 'Fuc', 'a1-6', 'GlcNAc', '1-1', '1-1']",1.3952481e-07,Mutated-Random,Random
"['Gal', 'a1-3', 'Gal', 'b1-4', 'GlcNAc', 'b1-2', 'Man', '1dEry-ol', 'Gal', 'a1-3', 'Gal']",8.539259e-13,Mutated-Random,Random
"['1-2', 'b1-3', 'D-FucNAcNMe', 'b1-6', 'GlcNAc', 'a1-4', 'ManNAcA', 'b1-3', 'D-FucNAcNMe', 'b1-6', 'GlcN']",5.4974767e-09,Mutated-Random,Random
"['GlcA', 'b1-2', 'Rha', 'a1-2', 'Rha', 'a1-2', 'Rha-ol', '1-1', '1-1', '1-4', '1-1']",4.8894403e-08,Mutated-Random,Random
"['NeuNAc', 'a2-6', '1-5', 'b1-4', 'GlcNAc', 'b1-2', 'Man', 'a1-6', 'Fuc', 'a1-3', 'Gal']",3.092953e-11,Mutated-Random,Random
"['Glc', 'b1-6', 'Glc', 'b1-3', 'Glc', '1-1', '1-1', '1-1', '1-2', '1-1', '1-1']",7.0061225e-07,Mutated-Random,Random
"['ManNAcA', 'b1-3', 'D-FucNAcNMe', 'b1-6', 'GlcNAc', 'a1-4', '1-5', 'b1-3', 'D-FucNAcNMe', 'b1-6', 'GlcN']",1.6024446e-09,Mutated-Random,Random
"['Glc', 'a1-4', 'Glc', 'b1-3', 'GalNAc', 'b1-3', '1dAlt-ol', '1-1', '1-1', '1-1', '1-1']",2.4131289e-08,Mutated-Random,Random
"['RhaOS', 'a1-3', 'Man', '1-2', 'RhaOS', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",0.005345078,Mutated-Random,Random
"['Rha', 'a1-2', 'Rha', 'a1-2', 'Rha', 'a1-2', '1-3', 'a1-3', 'D-FucNAc', 'a1-2', 'Rha']",5.9390986e-12,Mutated-Random,Random
"['GalNAc', 'b1-4', 'NeuNAc', 'a2-3', 'Gal', 'b1-4', '1-5', 'b1-6', 'Fuc', 'a1-2', 'GalNAc']",8.392702e-13,Mutated-Random,Random
"['Man', 'a1-3', 'Man', 'a1-6', 'Man', '1-3', 'GlcNAc', 'b1-4', 'GlcNAc', '1-1', '1-1']",4.8190962e-08,Mutated-Random,Random
"['1-3', 'a1-3', 'L-Xyl', 'b1-2', 'Rha', 'b1-4', 'Rha', 'a1-2', 'Rha', '1-1', '1-1']",1.7523354e-07,Mutated-Random,Random
"['2,5-Anhydro-Man-ol', 'b1-4', 'Rha', 'a1-3', 'GalOAc', 'a1-6', 'Man', '1-1', '1-1', '1-1', '1-1']",5.745442e-07,Mutated-Random,Random
"['Galf', 'b1-4', '2,5-Anhydro-Man-ol', 'a1-3', 'GalOAcA', 'a1-3', 'GalNAc', 'b1-3', 'Galf', '1-1', '1-1']",1.8316351e-09,Mutated-Random,Random
"['RhaOS', 'a1-3', 'Man', '1-3', 'RhaOS', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",0.0050840606,Mutated-Random,Random
"['Gal', 'b1-4', 'GlcNAc', 'b1-2', 'Man', '1-4', 'GlcNAc', 'b1-2', 'Man', 'a1-6', 'GlcNAc']",9.33867e-10,Mutated-Random,Random
"['Glc', 'b1-3', 'Gal', 'b1-6', 'Fuc', 'a1-2', 'Man', 'a1-4', 'Glc', '1dAlt-ol', '1-1']",1.0207997e-11,Mutated-Random,Random
"['Rha', 'a1-3', 'RhaOAc', 'a1-6', 'Gal', '1-1', '1-1', '2,5-Anhydro-Man', '1-1', '1-1', '1-1']",1.8052023e-11,Mutated-Random,Random
"['Gal', 'b1-4', 'GlcNAc', 'b1-2', 'Man', 'a1-3', '1dAlt-ol', 'b1-2', 'Man', 'a1-6', 'GlcNAc']",1.5267692e-09,Mutated-Random,Random
"['Rha', 'a1-3', 'RhaOAc', 'a1-6', 'Gal', '1dAlt-ol', '1-1', '1-1', '1-1', '1-1', '1-1']",1.7205262e-11,Mutated-Random,Random
"['Glc', 'b1-2', 'GalNAc', 'a1-3', 'Man', 'b1-4', 'Man', 'b1-3', '1-6', 'b1-3', 'Glc']",5.4646834e-09,Mutated-Random,Random
"['RhaOS', 'a1-3', 'Man', 'b1-4', 'RhaOS', '1-1', '1-1', '1-1', '1-1', '1-1', '1-6']",0.0008008787,Mutated-Random,Random
"['Glc', 'b1-2', 'Xyl', 'b1-4', 'Glc', '1-1', '1-3', '1-1', '1-1', '1-1', '1-1']",6.9235945e-08,Mutated-Random,Random
"['Rha', 'a1-2', 'Ara', 'a1-2', 'GlcA', '1-1', '2,5-Anhydro-Man', '1-1', '1-1', '1-1', '1-1']",3.3634995e-10,Mutated-Random,Random
"['Gal', 'a1-6', 'Glc', 'b1-3', 'GalOPEtnN', 'a1-4', '1-1', 'a1-2', 'GalA', 'a1-3', 'GlcOPEtn']",1.0302881e-08,Mutated-Random,Random
"['Glc', 'b1-2', 'Rha', 'a1-4', 'Glc', '1-1', '1-1', '1-1', '1-1', '1-5', '1-1']",1.8187984e-06,Mutated-Random,Random
"['1dEry-ol', 'a1-2', 'Galf', 'b1-6', 'Galf', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",3.369884e-07,Mutated-Random,Random
"['Xyl', 'b1-4', '1dAlt-ol', 'a1-2', 'Rha', 'a1-3', 'QuiOMe', '1-1', '1-1', '1-1', '1-1']",7.222726e-08,Mutated-Random,Random
"['Rha', 'a1-2', 'Rha', 'a1-3', 'Glc', 'b1-2', 'Rha', 'a1-3', 'Rha', '1-3', '1-1']",2.7443172e-09,Mutated-Random,Random
"['LDManHep', 'a1-4', 'Gal', 'a1-7', '1dAlt-ol', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",1.4460733e-09,Mutated-Random,Random
"['1-4', 'b1-4', 'Rha', 'a1-2', 'GalOP', 'a1-3', 'Gal', 'b1-4', 'Glc', 'b1-4', 'Glc']",2.8365566e-06,Mutated-Random,Random
"['1-1', 'a1-2', 'Rha', 'a1-3', 'Glc', 'b1-2', 'Rha', 'a1-3', 'Rha', '1-1', '1-1']",2.5945715e-07,Mutated-Random,Random
